Esp,pdi1,pdi1a,pdi1b,pdi1c,pdi2,pdi2a,pdi2b,pdi2c,pdi3,pdi3a,pdi3b,pdi3c,pdi4,pdi4a,pdi4b,pdi4c,pdi5,pdi5a,pdi5b,pdi5c,pdi6,pdi6a,pdi6b,pdi6c,pdi7,pdi7a,pdi7b,pdi7c,pdi8,pdi8a,pdi8b,pdi8c,pdi9,pdi9a,pdi9b,pdi9c,pdi10,pdi10a,pdi10b,pdi10c,pdi11,pdi11a,pdi11b,pdi11c,pdi12,pdi12a,pdi12b,pdi12c,pdi13,pdi13a,pdi13b,pdi13c,pdi14,pdi14a,pdi14b,pdi14c,pdi15,pdi15a,pdi15b,pdi15c,pdi16,pdi16a,pdi16b,pdi16c,pdi17,pdi17a,pdi17b,pdi17c,pdi18,pdi18a,pdi18b,pdi18c,pdi19,pdi19a,pdi19b,pdi19c,pdi20,pdi20a,pdi20b,pdi20c,pdi21,pdi21a,pdi21b,pdi21c,pun_tot_pdi,punt_ans_pdi,punt_preo_pdi,punt_conv_pdi
PRE,pdi1,pdi1a,pdi1b,pdi1c,pdi2,pdi2a,pdi2b,pdi2c,pdi3,pdi3a,pdi3b,pdi3c,pdi4,pdi4a,pdi4b,pdi4c,pdi5,pdi5a,pdi5b,pdi5c,pdi6,pdi6a,pdi6b,pdi6c,pdi7,pdi7a,pdi7b,pdi7c,pdi8,pdi8a,pdi8b,pdi8c,pdi9,pdi9a,pdi9b,pdi9c,pdi10,pdi10a,pdi10b,pdi10c,pdi11,pdi11a,pdi11b,pdi11c,pdi12,pdi12a,pdi12b,pdi12c,pdi13,pdi13a,pdi13b,pdi13c,pdi14,pdi14a,pdi14b,pdi14c,pdi15,pdi15a,pdi15b,pdi15c,pdi16,pdi16a,pdi16b,pdi16c,pdi17,pdi17a,pdi17b,pdi17c,pdi18,pdi18a,pdi18b,pdi18c,pdi19,pdi19a,pdi19b,pdi19c,pdi20,pdi20a,pdi20b,pdi20c,pdi21,pdi21a,pdi21b,pdi21c,pun_tot_pdi,punt_ans_pdi,punt_preo_pdi,punt_conv_pdi
POST,pdi1_V1,pdi1a_V1,pdi1b_V1,pdi1c_V1,pdi2_V1,pdi2a_V1,pdi2b_V1,pdi2c_V1,pdi3_V1,pdi3a_V1,pdi3b_V1,pdi3c_V1,pdi4_V1,pdi4a_V1,pdi4b_V1,pdi4c_V1,pdi5_V1,pdi5a_V1,pdi5b_V1,pdi5c_V1,pdi6_V1,pdi6a_V1,pdi6b_V1,pdi6c_V1,pdi7_V1,pdi7a_V1,pdi7b_V1,pdi7c_V1,pdi8_V1,pdi8a_V1,pdi8b_V1,pdi8c_V1,pdi9_V1,pdi9a_V1,pdi9b_V1,pdi9c_V1,pdi10_V1,pdi10a_V1,pdi10b_V1,pdi10c_V1,pdi11_V1,pdi11a_V1,pdi11b_V1,pdi11c_V1,pdi12_V1,pdi12a_V1,pdi12b_V1,pdi12c_V1,pdi13_V1,pdi13a_V1,pdi13b_V1,pdi13c_V1,pdi14_V1,pdi14a_V1,pdi14b_V1,pdi14c_V1,pdi15_V1,pdi15a_V1,pdi15b_V1,pdi15c_V1,pdi16_V1,pdi16a_V1,pdi16b_V1,pdi16c_V1,pdi17_V1,pdi17a_V1,pdi17b_V1,pdi17c_V1,pdi18_V1,pdi18a_V1,pdi18b_V1,pdi18c_V1,pdi19_V1,pdi19a_V1,pdi19b_V1,pdi19c_V1,pdi20_V1,pdi20a_V1,pdi20b_V1,pdi20c_V1,pdi21_V1,pdi21a_V1,pdi21b_V1,pdi21c_V1,pun_tot_pdi_V1,punt_ans_pdi_V1,punt_preo_pdi_V1,punt_conv_pdi_V1
