Esp,pdi1,pdi1a,pdi1b,pdi1c,pdi2,pdi2a,pdi2b,pdi2c,pdi3,pdi3a,pdi3b,pdi3c,pdi4,pdi4a,pdi4b,pdi4c,pdi5,pdi5a,pdi5b,pdi5c,pdi6,pdi6a,pdi6b,pdi6c,pdi7,pdi7a,pdi7b,pdi7c,pdi8,pdi8a,pdi8b,pdi8c,pdi9,pdi9a,pdi9b,pdi9c,pdi10,pdi10a,pdi10b,pdi10c,pdi11,pdi11a,pdi11b,pdi11c,pdi12,pdi12a,pdi12b,pdi12c,pdi13,pdi13a,pdi13b,pdi13c,pdi14,pdi14a,pdi14b,pdi14c,pdi15,pdi15a,pdi15b,pdi15c,pdi16,pdi16a,pdi16b,pdi16c,pdi17,pdi17a,pdi17b,pdi17c,pdi18,pdi18a,pdi18b,pdi18c,pdi19,pdi19a,pdi19b,pdi19c,pdi20,pdi20a,pdi20b,pdi20c,pdi21,pdi21a,pdi21b,pdi21c,pun_tot_pdi,punt_ans_pdi,punt_preo_pdi,punt_conv_pdi
PRE,pdi1,pdi1a,pdi1b,pdi1c,pdi2,pdi2a,pdi2b,pdi2c,pdi3,pdi3a,pdi3b,pdi3c,pdi4,pdi4a,pdi4b,pdi4c,pdi5,pdi5a,pdi5b,pdi5c,pdi6,pdi6a,pdi6b,pdi6c,pdi7,pdi7a,pdi7b,pdi7c,pdi8,pdi8a,pdi8b,pdi8c,pdi9,pdi9a,pdi9b,pdi9c,pdi10,pdi10a,pdi10b,pdi10c,pdi11,pdi11a,pdi11b,pdi11c,pdi12,pdi12a,pdi12b,pdi12c,pdi13,pdi13a,pdi13b,pdi13c,pdi14,pdi14a,pdi14b,pdi14c,pdi15,pdi15a,pdi15b,pdi15c,pdi16,pdi16a,pdi16b,pdi16c,pdi17,pdi17a,pdi17b,pdi17c,pdi18,pdi18a,pdi18b,pdi18c,pdi19,pdi19a,pdi19b,pdi19c,pdi20,pdi20a,pdi20b,pdi20c,pdi21,pdi21a,pdi21b,pdi21c,punt_tot_pdi,punt_ans_pdi,punt_preo_pdi,punt_conv_pdi
POST,pdi1_postA,pdi1a_postA,pdi1b_postA,pdi1c_postA,pdi2_postA,pdi2a_postA,pdi2b_postA,pdi2c_postA,pdi3_postA,pdi3a_postA,pdi3b_postA,pdi3c_postA,pdi4_postA,pdi4a_postA,pdi4b_postA,pdi4c_postA,pdi5_postA,pdi5a_postA,pdi5b_postA,pdi5c_postA,pdi6_postA,pdi6a_postA,pdi6b_postA,pdi6c_postA,pdi7_postA,pdi7a_postA,pdi7b_postA,pdi7c_postA,pdi8_postA,pdi8a_postA,pdi8b_postA,pdi8c_postA,pdi9_postA,pdi9a_postA,pdi9b_postA,pdi9c_postA,pdi10_postA,pdi10a_postA,pdi10b_postA,pdi10c_postA,pdi11_postA,pdi11a_postA,pdi11b_postA,pdi11c_postA,pdi12_postA,pdi12a_postA,pdi12b_postA,pdi12c_postA,pdi13_postA,pdi13a_postA,   pdi13b_postA,pdi13c_postA,pdi14_postA,pdi14a_postA,pdi14b_postA,pdi14c_postA,pdi15_postA,pdi15a_postA,pdi15b_postA,pdi15c_postA,pdi16_postA,pdi16a_postA,pdi16b_postA,pdi16c_postA,pdi17_postA,pdi17a_postA,pdi17b_postA,pdi17c_postA,pdi18_postA,pdi18a_postA,pdi18b_postA,pdi18c_postA,pdi19_postA,pdi19a_postA,pdi19b_postA,pdi19c_postA,pdi20_postA,pdi20a_postA,pdi20b_postA,pdi20c_postA,pdi21_postA,pdi21a_postA,pdi21b_postA,pdi21c_postA,punt_tot_pdi_postA,punt_ans_pdi_postA,punt_preo_pdi_postA,punt_conv_pdi_postA
